kegg	kegg_ncbi	lastmajorreleaseaccession	similarity	assemblystatus	g	lineage	status
BJA	GCF_000011365.1	GCF_000011365.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium	OK
BOF	GCA_008253865.1	GCF_008253865.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bosea	OK
BOI	GCA_003952665.1	GCF_003952665.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bosea	OK
BVV	GCA_001741865.1	GCF_001741865.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bosea	OK
BOS	GCA_001713455.1	GCF_001713455.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bosea	OK
BOP	GCA_001562255.1	GCF_001562255.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bosea	OK
MLG	GCA_004135935.1	GCF_004135935.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylovirgula	OK
MSL	GCA_000021745.1	GCF_000021745.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylocella	OK
BID	GCA_000019845.1	GCF_000019845.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Beijerinckia	OK
BARO	GCA_002810325.1	GCF_002810325.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella; unclassified Bartonella	OK
BARJ	GCA_002022665.1	GCF_002022665.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella; unclassified Bartonella	OK
BART	GCA_002022605.1	GCF_002022605.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella; unclassified Bartonella	OK
BARR	GCA_002022585.1	GCF_002022585.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella; unclassified Bartonella	OK
BARW	GCA_002022505.1	GCF_002022505.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella; unclassified Bartonella	OK
BARA	GCA_002022485.1	GCF_002022485.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella; unclassified Bartonella	OK
BALS	GCA_013388295.1	GCF_013388295.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BARN	GCA_003606345.3	GCF_003606345.3	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BKY	GCA_003606325.3	GCF_003606325.2	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BAPI	GCA_002007565.1	GCF_002007565.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BANC	GCA_001281405.1	GCF_001281405.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BTX	GCA_000689355.1	GCF_000689355.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BHN	GCA_000612965.1	GCF_000612965.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BHS	GCA_000612765.1	GCF_000612765.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BVN	GCA_000341385.1	GCF_000341385.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BAUS	GCA_000341355.1	GCF_000341355.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BQR	GCA_000294715.1	GCF_000294715.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BCD	GCA_000253015.1	GCF_000253015.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BTR	GCA_000196435.1	GCF_000196435.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BHE	GCA_000046705.1	GCF_000046705.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BQU	GCA_000046685.1	GCF_000046685.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BGR	GCA_000022725.1	GCF_000022725.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
BBK	GCA_000015445.1	GCF_000015445.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae; Bartonella	OK
MAAD	GCA_001578105.1	GCF_001578105.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aurantimonadaceae; Martelella; unclassified Martelella	OK
MMED	GCA_002043005.1	GCF_002043005.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aurantimonadaceae; Martelella	OK
MEY	GCA_000960975.1	GCF_000960975.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aurantimonadaceae; Martelella	OK
AUA	GCA_001442755.1	GCF_001442755.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aurantimonadaceae; Aureimonas	OK
PGV	GCA_000192745.1	GCF_000192745.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Polymorphum	OK
PSTG	GCA_005144885.1	GCF_005144885.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Phreatobacter	OK
PHR	GCA_003008515.1	GCF_003008515.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Phreatobacter	OK
PEL	GCA_000195085.1	GCF_000195085.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; unclassified Candidatus Pelagibacter	OK
PUB	GCA_000012345.1	GCF_000012345.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter	OK
APC	GCA_000299115.1	GCF_000299115.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae	OK
APM	GCA_000299095.1	GCF_000299095.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae	OK
PBR	GCA_000152825.2	GCF_000152825.2	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Parvularculales; Parvularculaceae; Parvularcula	OK
MAN	GCA_000348745.1	GCF_000348745.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Micavibrio	OK
MAI	GCA_000226315.1	GCF_000226315.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Micavibrio	OK
MGM	GCA_000014865.1	GCF_000014865.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Magnetococcales; Magnetococcaceae; Magnetococcus	OK
EAA	GCA_000730245.1	GCF_000730245.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Holosporales; Holosporaceae	OK
PACA	GCA_000742835.1	GCF_000742835.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Holosporales; Candidatus Paracaedibacteraceae; Candidatus Paracaedibacter	OK
NAF	GCA_002117145.1	GCF_002117145.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Holosporales; Caedimonadaceae; Candidatus Nucleicultrix	OK
ECOG	GCA_006385135.1	GCF_006385135.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Emcibacterales; Emcibacteraceae; Emcibacter	OK
PHB	GCA_003150835.1	GCF_003150835.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; unclassified Phenylobacterium	OK
PZU	GCA_000017265.1	GCF_000017265.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium	OK
CAUF	GCA_002742645.2	GCF_002742645.2	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter; unclassified Caulobacter	OK
CAK	GCA_000019145.1	GCF_000019145.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter; unclassified Caulobacter	OK
CFH	GCA_003722335.1	GCF_003722335.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter	OK
CMB	GCA_002749615.1	GCF_002749615.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter	OK
CHQ	GCA_001414055.1	GCF_001414055.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter	OK
CSE	GCA_000092285.1	GCF_000092285.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter	OK
CCS	GCF_000022005.1	GCF_000022005.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter	OK
CCR	GCF_000006905.1	GCF_000006905.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter	OK
BREV	GCA_005484585.1	GCF_005484585.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; unclassified Brevundimonas	OK
BRF	GCA_004683885.1	GCF_004683885.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; unclassified Brevundimonas	OK
BRL	GCA_002002865.1	GCF_002002865.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; unclassified Brevundimonas	OK
BRG	GCA_001636925.1	GCF_001636925.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; unclassified Brevundimonas	OK
BRD	GCA_001310255.1	GCF_001310255.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; unclassified Brevundimonas	OK
BMED	GCA_011064825.1	GCF_011064825.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas	OK
BDM	GCA_004102925.1	GCF_004102925.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas	OK
BVC	GCA_002208825.2	GCF_002208825.2	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas	OK
BNE	GCA_000635915.2	GCF_000635915.2	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas	OK
BSB	GCA_000144605.1	GCF_000144605.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas	OK
AEX	GCA_000175215.2	GCF_000175215.2	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Asticcacaulis	OK
CBOT	GCA_001679665.1	GCF_001679665.1	identical	Complete Genome	Alphaproteobacteria	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae	OK
CWO	GCA_000025265.1	GCF_000025265.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Conexibacteraceae; Conexibacter	OK
TCU	GCA_000024385.1	GCF_000024385.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Thermomonospora	OK
ACTW	GCA_008824145.1	GCF_008824145.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Actinomadura; unclassified Actinomadura	OK
SRO	GCA_000024865.1	GCF_000024865.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; Streptosporangium	OK
NOW	GCA_009497075.1	GCF_009497075.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; Nonomuraea	OK
NOA	GCA_002057455.1	GCF_002057455.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; Nonomuraea	OK
TFU	GCA_000012405.1	GCF_000012405.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Thermobifida	OK
STRR	GCA_004323735.1	GCF_004323735.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Streptomonospora; unclassified Streptomonospora	OK
NGV	GCA_002263495.1	GCF_002263495.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Nocardiopsis	OK
NAL	GCA_000294515.1	GCF_000294515.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Nocardiopsis	OK
NDA	GCA_000092985.1	GCF_000092985.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Nocardiopsis	OK
EKE	GCA_009834025.1	GCF_009834025.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Sporichthyales; Sporichthyaceae; Epidermidibacterium	OK
RRD	GCA_000661895.1	GCF_000661895.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Rubrobacteria; Rubrobacterales; Rubrobacteraceae; Rubrobacter	OK
RXY	GCA_000014185.1	GCF_000014185.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Rubrobacteria; Rubrobacterales; Rubrobacteraceae; Rubrobacter	OK
BSOL	GCA_007970665.1	GCF_007970665.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Rubrobacteria; Rubrobacterales; Baekduiaceae; Baekduia	OK
EUZ	GCA_003344865.1	GCF_003344865.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Nitriliruptoria; Euzebyales; unclassified Euzebya	OK
ERZ	GCA_004322855.1	GCF_004322855.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Nitriliruptoria; Egibacterales; Egibacteraceae; Egibacter	OK
NAK	GCA_003860405.1	GCF_003860405.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Nakamurellales; Nakamurellaceae; Nakamurella; unclassified Nakamurella	OK
NML	GCA_000024365.1	GCF_000024365.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Nakamurellales; Nakamurellaceae; Nakamurella	OK
VMA	GCA_000204155.1	GCF_000204155.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Verrucosispora	OK
SAQ	GCA_000018265.1	GCF_000018265.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Salinispora	OK
STP	GCA_000016425.1	GCF_000016425.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Salinispora	OK
PLAT	GCA_003030385.1	GCF_003030385.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Plantactinospora; unclassified Plantactinospora	OK
PLAB	GCA_003030345.1	GCF_003030345.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Plantactinospora; unclassified Plantactinospora	OK
PLK	GCA_002285795.1	GCF_002285795.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Plantactinospora; unclassified Plantactinospora	OK
MICH	GCA_007833915.1	GCF_007833915.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora	OK
MICB	GCA_003408515.1	GCF_003408515.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora	OK
MIL	GCA_000177655.2	GCF_000177655.2	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Micromonospora; unclassified Micromonospora	OK
MTEM	GCA_009671205.1	GCF_009671205.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Micromonospora	OK
MTUA	GCA_003612775.1	GCF_003612775.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Micromonospora	OK
MAU	GCA_000145235.1	GCF_000145235.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Micromonospora	OK
ACTS	GCA_002717025.1	GCF_002717025.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes; unclassified Actinoplanes	OK
ACTN	GCA_000389965.1	GCF_000389965.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes; unclassified Actinoplanes	OK
ASE	GCA_000237145.1	GCF_000237145.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes; unclassified Actinoplanes	OK
AFS	GCA_000494755.1	GCF_000494755.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes	OK
AMS	GCA_000284295.1	GCF_000284295.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes	OK
PSUU	GCA_011764565.1	GCF_011764565.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae	OK
PFLA	GCA_011764545.1	GCF_011764545.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae	OK
KRA	GCA_000017305.1	GCF_000017305.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineococcus	OK
SNA	GCA_000024545.1	GCF_000024545.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Glycomycetales; Glycomycetaceae; Stackebrandtia	OK
MMAR	GCA_000306785.1	GCF_000306785.1	identical	Complete Genome	Actinobacteria Others	Bacteria; Actinobacteria; Geodermatophilales; Geodermatophilaceae; Modestobacter	OK
